"Region","Complex","Site","Rookery","Source","Lon","Lat","Spp","Comment"
"BC","S LOQUILLILLA COVE ROCK","S LOQUILLILLA COVE ROCK",NA,"DFO_BCMCA",-127.7514,50.8554,"HS",NA
"BC","S LOW ISLAND","S LOW ISLAND",NA,"DFO_BCMCA",-131.5756,52.8961,"HS",NA
"BC","S MALCOLM ISLAND REEFS","S MALCOLM ISLAND REEFS",NA,"DFO_BCMCA",-126.95937,50.62352,"HS",NA
"BC","S MANDARTE ISLAND REEF","S MANDARTE ISLAND REEF",NA,"DFO_BCMCA",-123.2796,48.6315,"HS",NA
"BC","S MILLER POINT ROCK","S MILLER POINT ROCK",NA,"DFO_BCMCA",-130.37569,54.24448,"HS",NA
"BC","S MOORE HEAD","S MOORE HEAD",NA,"DFO_BCMCA",-131.05075,52.14767,"HS",NA
"BC","S MORSE BASIN ROCK","S MORSE BASIN ROCK",NA,"DFO_BCMCA",-130.2367,54.2667,"HS",NA
"BC","S MOWGLI ISLAND ROCK","S MOWGLI ISLAND ROCK",NA,"DFO_BCMCA",-123.6088,48.9672,"HS",NA
"BC","S N PENDER ISLAND","S N PENDER ISLAND",NA,"DFO_BCMCA",-123.27383,48.75205,"HS",NA
"BC","S NORWAY ISLAND REEF","S NORWAY ISLAND REEF",NA,"DFO_BCMCA",-123.6159,48.9761,"HS",NA
"BC","S OTTER BAY ROCK","S OTTER BAY ROCK",NA,"DFO_BCMCA",-123.31653,48.78926,"HS",NA
"BC","S PASLEY ISLAND ROCK","S PASLEY ISLAND ROCK",NA,"DFO_BCMCA",-123.462,49.3548,"HS",NA
"BC","S PEILE POINT","S PEILE POINT",NA,"DFO_BCMCA",-123.4017,48.8476,"HS",NA
"BC","S PELICAN POINT REEF","S PELICAN POINT REEF",NA,"DFO_BCMCA",-131.25702,52.34428,"HS",NA
"BC","S QUALICUM BAY REEF","S QUALICUM BAY REEF",NA,"DFO_BCMCA",-124.5406,49.3789,"HS",NA
"BC","S RABBIT ISLAND","S RABBIT ISLAND",NA,"DFO_BCMCA",-124.17464,49.48148,"HS",NA
"BC","S REID ISLAND REEF","S REID ISLAND REEF",NA,"DFO_BCMCA",-123.6119,48.9903,"HS",NA
"BC","S REID POINT","S REID POINT",NA,"DFO_BCMCA",-131.98743,52.76473,"HS",NA
"BC","S RIDGE ISLETS","S RIDGE ISLETS",NA,"DFO_BCMCA",-126.59545,50.64178,"HS",NA
"BC","S ROUND ISLAND REEF","S ROUND ISLAND REEF",NA,"DFO_BCMCA",-123.7942,49.115,"HS",NA
"BC","S S THORMANBY ISLAND REEF","S S THORMANBY ISLAND REEF",NA,"DFO_BCMCA",-123.96673,49.46764,"HS",NA
"BC","S SEABREEZE ISLAND","S SEABREEZE ISLAND",NA,"DFO_BCMCA",-126.62808,50.6726,"HS",NA
"BC","S SECRETARY ISLANDS ROCK","S SECRETARY ISLANDS ROCK",NA,"DFO_BCMCA",-123.5796,48.9552,"HS",NA
"BC","S SHAH POINT REEF","S SHAH POINT REEF",NA,"DFO_BCMCA",-123.59433,49.02682,"HS",NA
"BC","S SHINGLE POINT","S SHINGLE POINT",NA,"DFO_BCMCA",-123.62607,49.03488,"HS",NA
"BC","S SHUTTLE ISLAND","S SHUTTLE ISLAND",NA,"DFO_BCMCA",-131.6837,52.6458,"HS",NA
"BC","S SKAAT HARBOR ROCK","S SKAAT HARBOR ROCK",NA,"DFO_BCMCA",-131.4349,52.3912,"HS",NA
"BC","S SKEDANS POINT ROCK","S SKEDANS POINT ROCK",NA,"DFO_BCMCA",-131.6046,52.9578,"HS",NA
"BC","S SKINCUTTLE ISLAND REEF","S SKINCUTTLE ISLAND REEF",NA,"DFO_BCMCA",-131.22335,52.34433,"HS",NA
"BC","S STALKUNGI COVE REEF","S STALKUNGI COVE REEF",NA,"DFO_BCMCA",-131.7461,52.762,"HS",NA
"BC","S STURGEON BANK SITE A","S STURGEON BANK SITE A",NA,"DFO_BCMCA",-123.2655,49.1288,"HS",NA
"BC","S STURGEON BANK SITE D","S STURGEON BANK SITE D",NA,"DFO_BCMCA",-123.2576,49.164,"HS",NA
"BC","S TASU HEAD","S TASU HEAD",NA,"ODFW",-132.075,52.70283,"SSL",NA
"BC","S TASU HEAD","S TASU HEAD",NA,"DFO_BCMCA",-132.03018,52.67795,"HS",NA
"BC","S TWIN ISLANDS","S TWIN ISLANDS",NA,"DFO_BCMCA",-124.93078,50.01662,"HS",NA
"BC","S UNION POINT","S UNION POINT",NA,"DFO_BCMCA",-124.8825,49.5849,"HS",NA
"BC","S WESTHAM ISLAND","S WESTHAM ISLAND",NA,"DFO_BCMCA",-123.1404,49.0744,"HS",NA
"BC","S WILLIAMS BEACH","S WILLIAMS BEACH",NA,"DFO_BCMCA",-125.0347,49.8247,"HS",NA
"BC","S WISHART ISLAND ROCK","S WISHART ISLAND ROCK",NA,"DFO_BCMCA",-127.4922,50.8731,"HS",NA
"BC","S YADUS POINT REEF","S YADUS POINT REEF",NA,"DFO_BCMCA",-131.3489,52.5544,"HS",NA
"BC","SALLAS ROCKS","SALLAS ROCKS",NA,"DFO_BCMCA",-123.28857,48.5842,"HS",NA
"BC","SAMUEL ROCK","SAMUEL ROCK",NA,"DFO_BCMCA",-131.1273,52.24235,"HS",NA
"BC","SAN JOSEPH BAY REEF","SAN JOSEPH BAY REEF",NA,"DFO_BCMCA",-128.28908,50.65558,"HS",NA
"BC","SANDSTONE ROCKS","SANDSTONE ROCKS",NA,"DFO_BCMCA",-123.6213,48.9211,"HS",NA
"BC","SANGSTER ISLAND","SANGSTER ISLAND",NA,"DFO_BCMCA",-124.204,49.4304,"HS",NA
"BC","SARTINE ISLAND","SARTINE ISLAND",NA,"ODFW",-128.903,50.81983,"SSL",NA
"BC","SATURNA ISLAND","BOILING REEF",NA,"MANUAL",-123.0378,48.7887,"MIXED",NA
"BC","SATURNA ISLAND","SATURNA ISLAND",NA,"ODFW",-123.148,48.785,"SSL",NA
"BC","SAW REEF","SAW REEF",NA,"DFO_BCMCA",-131.2908,52.45067,"HS",NA
"BC","SE ACLAND ISLANDS","SE ACLAND ISLANDS",NA,"DFO_BCMCA",-123.37042,48.81003,"HS",NA
"BC","SE ACORN ISLAND REEF","SE ACORN ISLAND REEF",NA,"DFO_BCMCA",-123.6793,49.1531,"HS",NA
"BC","SE BOAT COVE ROCK","SE BOAT COVE ROCK",NA,"DFO_BCMCA",-124.22378,49.45411,"HS",NA
"BC","SE BULL ISLAND REEF","SE BULL ISLAND REEF",NA,"DFO_BCMCA",-124.18273,49.48207,"HS",NA
"BC","SE CREE ISLAND","SE CREE ISLAND",NA,"DFO_BCMCA",-125.326,48.8507,"HS",NA
"BC","SE DAVIE BAY REEFS","SE DAVIE BAY REEFS",NA,"DFO_BCMCA",-124.3756,49.5918,"HS",NA
"BC","SE DAVIS BAY ISLET","SE DAVIS BAY ISLET",NA,"DFO_BCMCA",-124.59524,49.71284,"HS",NA
"BC","SE EDITH POINT REEFS","SE EDITH POINT REEFS",NA,"DFO_BCMCA",-123.24743,48.85558,"HS",NA
"BC","SE FALSE NARROWS","SE FALSE NARROWS",NA,"DFO_BCMCA",-123.7691,49.1304,"HS",NA
"BC","SE FLEWETTE POINT REEF","SE FLEWETTE POINT REEF",NA,"DFO_BCMCA",-123.787,49.087,"HS",NA
"BC","SE FORREST ISLAND REEFS","SE FORREST ISLAND REEFS",NA,"DFO_BCMCA",-123.32641,48.66051,"HS",NA
"BC","SE GEORGE BAY REEF","SE GEORGE BAY REEF",NA,"DFO_BCMCA",-131.32865,52.30292,"HS",NA
"BC","SE GOSSIP ISLAND REEFS","SE GOSSIP ISLAND REEFS",NA,"DFO_BCMCA",-123.3083,48.8877,"HS",NA
"BC","SE HANSEN ISLAND REEF","SE HANSEN ISLAND REEF",NA,"DFO_BCMCA",-125.85653,49.2068,"HS",NA
"BC","SE HARWOOD ISLAND","SE HARWOOD ISLAND",NA,"DFO_BCMCA",-124.63242,49.8495,"HS",NA
"BC","SE HAY POINT","SE HAY POINT",NA,"DFO_BCMCA",-123.22425,48.74308,"HS",NA
"BC","SE HEDLEY ISLANDS ROCK","SE HEDLEY ISLANDS ROCK",NA,"DFO_BCMCA",-127.5656,50.9036,"HS",NA
"BC","SE JEDDAH POINT ROCKS","SE JEDDAH POINT ROCKS",NA,"DFO_BCMCA",-123.9427,49.5034,"HS",NA
"BC","SE LASQUETI ISLAND","SE LASQUETI ISLAND",NA,"DFO_BCMCA",-124.20223,49.4508,"HS",NA
"BC","SE LUXANA BAY REEF","SE LUXANA BAY REEF",NA,"DFO_BCMCA",-131.04187,52.0568,"HS",NA
"BC","SE MAYNE","EDITH POINT",NA,"WDFW",-123.2528,48.8568,"HS",NA
"BC","SE MEXICANA POINT","SE MEXICANA POINT",NA,"DFO_BCMCA",-127.9981,50.91118,"HS",NA
"BC","SE MUTUS ISLAND REEFS","SE MUTUS ISLAND REEFS",NA,"DFO_BCMCA",-132.5797,53.6833,"HS",NA
"BC","SE NANKIVELL ISLAND REEF","SE NANKIVELL ISLAND REEF",NA,"DFO_BCMCA",-127.30432,50.89798,"HS",NA
"BC","SE NUMAS ISLANDS REEF","SE NUMAS ISLANDS REEF",NA,"DFO_BCMCA",-127.07722,50.7634,"HS",NA
"BC","SE O LEARY ISLETS REEF","SE O LEARY ISLETS REEF",NA,"DFO_BCMCA",-127.637,50.09697,"HS",NA
"BC","SE ORLEBAR POINT ROCK","SE ORLEBAR POINT ROCK",NA,"DFO_BCMCA",-123.8129,49.1996,"HS",NA
"BC","SE POINT ROBERTS REEFS","SE POINT ROBERTS REEFS",NA,"DFO_BCMCA",-123.0179,48.9759,"HS",NA
"BC","SE RAYNOR GRP REEF","SE RAYNOR GRP REEF",NA,"DFO_BCMCA",-127.2229,50.87292,"HS",NA
"BC","SE SAVARY ISLAND REEFS","SE SAVARY ISLAND REEFS",NA,"DFO_BCMCA",-124.7667,49.9317,"HS",NA
"BC","SE SIWISH COVE REEF","SE SIWISH COVE REEF",NA,"DFO_BCMCA",-126.18507,49.2608,"HS",NA
"BC","SE SUBTLE ISLANDS","SE SUBTLE ISLANDS",NA,"DFO_BCMCA",-125.08408,50.11645,"HS",NA
"BC","SE SWARTZ HEAD REEF","SE SWARTZ HEAD REEF",NA,"DFO_BCMCA",-123.39624,48.68405,"HS",NA
"BC","SE TEXADA ISLAND","SE TEXADA ISLAND",NA,"DFO_BCMCA",-124.1923,49.5714,"HS",NA
"BC","SE TOPKNOT POINT REEF","SE TOPKNOT POINT REEF",NA,"DFO_BCMCA",-128.17773,50.52125,"HS",NA
"BC","SE TUGBOAT ISLAND REEF","SE TUGBOAT ISLAND REEF",NA,"DFO_BCMCA",-123.68391,49.14803,"HS",NA
"BC","SE WAIATT BAY REEF","SE WAIATT BAY REEF",NA,"DFO_BCMCA",-125.2261,50.2653,"HS",NA
"BC","SEA EGG ROCKS","SEA EGG ROCKS",NA,"DFO_BCMCA",-124.3099,49.4523,"HS",NA
"BC","SEABIRD ROCKS","SEABIRD ROCKS",NA,"DFO_BCMCA",-125.1557,48.75,"MIXED",NA
"BC","SEAL REEF","SEAL REEF",NA,"DFO_BCMCA",-124.2327,49.4398,"HS",NA
"BC","SELS ISLET","SELS ISLET",NA,"DFO_BCMCA",-131.411,52.4241,"HS",NA
"BC","SEWELL INLET REEF","SEWELL INLET REEF",NA,"DFO_BCMCA",-131.9408,52.8844,"HS",NA
"BC","SHEER ISLAND","SHEER ISLAND",NA,"DFO_BCMCA",-124.1686,49.4867,"HS",NA
"BC","SHELTER POINT REEF","SHELTER POINT REEF",NA,"DFO_BCMCA",-125.1766,49.9399,"HS",NA
"BC","SHEPPARD POINT","SHEPPARD POINT",NA,"DFO_BCMCA",-123.5134,48.5678,"HS",NA
"BC","SHOAL ISLANDS FLATS","SHOAL ISLANDS FLATS",NA,"DFO_BCMCA",-123.6727,48.9014,"HS",NA
"BC","SINGLE TREE POINT REEFS","SINGLE TREE POINT REEFS",NA,"DFO_BCMCA",-127.2429,50.6436,"HS",NA
"BC","SISTERS ISLETS","SISTERS ISLETS",NA,"DFO_BCMCA",-124.4342,49.4876,"HS",NA
"BC","SKEDANS ISLANDS","SKEDANS ISLANDS",NA,"DFO_BCMCA",-131.5695,52.9542,"HS",NA
"BC","SLOOP ISLET","SLOOP ISLET",NA,"DFO_BCMCA",-132.243,53.7583,"HS",NA
"BC","SNAKE ISLAND","SNAKE ISLAND",NA,"DFO_BCMCA",-123.8893,49.2159,"HS",NA
"BC","SNIDER ROCK","SNIDER ROCK",NA,"DFO_BCMCA",-130.42723,54.26407,"HS",NA
"BC","SOLANDER ISLAND","SOLANDER ISLAND",NA,"ODFW",-127.94017,50.11183,"SSL",NA
"BC","SOLITARY ISLET","SOLITARY ISLET",NA,"DFO_BCMCA",-126.57275,50.72738,"HS",NA
"BC","SOMBRIO POINT","SOMBRIO POINT",NA,NA,0,0,NA,"TO BE FIXED LATER"
"BC","SOOKE HARBOR","SOOKE HARBOR",NA,"DFO_BCMCA",-123.7095,48.3737,"HS",NA
"BC","SOUTHEY ISLAND","SOUTHEY ISLAND",NA,"DFO_BCMCA",-124.0982,49.2754,"HS",NA
"BC","SPIRE ISLAND","SPIRE ISLAND",NA,"DFO_BCMCA",-130.36787,54.25243,"HS",NA
"BC","SQUAMISH ESTUARY","SQUAMISH ESTUARY",NA,"DFO_BCMCA",-123.1533,49.6933,"HS",NA
"BC","STANSUNG ISLETS","STANSUNG ISLETS",NA,"DFO_BCMCA",-131.6201,52.7288,"HS",NA
"BC","STARLIGHT REEF","STARLIGHT REEF",NA,"DFO_BCMCA",-125.4839,48.8822,"MIXED",NA
"BC","STELLE ROCK STEELE","STELLE ROCK STEELE",NA,"ODFW",-129.37083,52.46383,"SSL",NA
"BC","STEPHENSON ISLET","STEPHENSON ISLET",NA,"DFO_BCMCA",-126.82605,50.57393,"HS",NA
"BC","STRADIOTTI REEF","STRADIOTTI REEF",NA,"DFO_BCMCA",-124.829,49.9194,"HS",NA
"BC","STRAGGLING ISLANDS","STRAGGLING ISLANDS",NA,"DFO_BCMCA",-127.69465,50.59937,"HS",NA
"BC","STRAIT OF JUAN DE FUCA W","BECHER BAY",NA,"WDFW",-123.6091,48.3279,"HS",NA
"BC","STRAIT OF JUAN DE FUCA W","CERRANTES ROCKS",NA,"WDFW",-124.4527,48.5279,"HS",NA
"BC","STRAIT OF JUAN DE FUCA W","CULLITE COVE",NA,"WDFW",-124.6184,48.5685,"HS",NA
"BC","STRAIT OF JUAN DE FUCA W","DARE POINT REEF",NA,"WDFW",-124.8018,48.644,"HS",NA
"BC","STRAIT OF JUAN DE FUCA W","E OF CAPE BEALE",NA,"WDFW",-125.1751,48.7837,"HS",NA
"BC","STRAIT OF JUAN DE FUCA W","E PACHENA POINT",NA,"WDFW",-125.0801,48.7201,"HS",NA
"BC","STRAIT OF JUAN DE FUCA W","E SAN SIMON POINT",NA,"WDFW",-124.0914,48.4337,"HS",NA
"BC","STRAIT OF JUAN DE FUCA W","MUIR POINT",NA,"WDFW",-123.8709,48.3791,"HS",NA
"BC","STRAIT OF JUAN DE FUCA W","NW OF CHURCH POINT",NA,"WDFW",-123.5899,48.313,"HS",NA
"BC","STRAIT OF JUAN DE FUCA W","OTTER POINT",NA,"WDFW",-123.8237,48.358,"HS",NA
"BC","STRAIT OF JUAN DE FUCA W","SEABIRD ROCKS",NA,"WDFW",-125.1552,48.7485,"HS",NA
"BC","STRAIT OF JUAN DE FUCA W","SOMBRIO POINT",NA,"WDFW",-124.2874,48.485,"MIXED",NA
"BC","STRAIT OF JUAN DE FUCA W","SOMBRIO POINT REEF",NA,"WDFW",-124.2998,48.4953,"HS",NA
"BC","STRAIT OF JUAN DE FUCA W","SOOKE HARBOR",NA,"WDFW",-123.7238,48.3553,"HS",NA
"BC","STRAIT OF JUAN DE FUCA W","WALBRAN CREEK",NA,"WDFW",-124.6651,48.5801,"HS",NA
"BC","STRAITH POINT","STRAITH POINT",NA,"DFO_BCMCA",-130.46235,54.30644,"HS",NA
"BC","STRAWBERRY ISLET","STRAWBERRY ISLET",NA,"DFO_BCMCA",-124.2051,49.69,"HS",NA
"BC","STUBBS ISLAND","STUBBS ISLAND",NA,"ODFW",-125.93333,49.15,"SSL",NA
"BC","STUD ISLETS","STUD ISLETS",NA,"DFO_BCMCA",-125.0981,48.9455,"HS",NA
"BC","STURGEON BANK SITE F","STURGEON BANK SITE F",NA,"DFO_BCMCA",-123.2374,49.15292,"HS",NA
"BC","STURGEON BANK SITE G","STURGEON BANK SITE G",NA,"DFO_BCMCA",-123.15508,49.1705,"HS",NA
"BC","SURGE ISLANDS","SURGE ISLANDS",NA,"DFO_BCMCA",-126.7131,50.6404,"HS",NA
"BC","SURGE NARROWS","SURGE NARROWS",NA,"PROVINCE OF BC",-125.15366,50.22486,"HS",NA
"BC","SUSSEX REEFS","SUSSEX REEFS",NA,"DFO_BCMCA",-127.5834,50.8978,"HS",NA
"BC","SW ALFRED POINT ROCK","SW ALFRED POINT ROCK",NA,"DFO_BCMCA",-131.8034,52.871,"HS",NA
"BC","SW BEDFORD ISLAND","SW BEDFORD ISLAND",NA,"DFO_BCMCA",-130.15108,53.94738,"HS",NA
"BC","SW BILLINGS BAY","SW BILLINGS BAY",NA,"DFO_BCMCA",-124.19963,49.69436,"HS",NA
"BC","SW CATALA ISLAND ISLET","SW CATALA ISLAND ISLET",NA,"DFO_BCMCA",-127.06627,49.83632,"HS",NA
"BC","SW COAL ISLAND REEF","SW COAL ISLAND REEF",NA,"DFO_BCMCA",-123.38143,48.6768,"HS",NA
"BC","SW COOK BAY ROCK","SW COOK BAY ROCK",NA,"DFO_BCMCA",-124.2644,49.5449,"HS",NA
"BC","SW COX ISLAND","SW COX ISLAND",NA,"DFO_BCMCA",-128.6382,50.80003,"HS",NA
"BC","SW FRAZER ISLAND ROCK","SW FRAZER ISLAND ROCK",NA,"DFO_BCMCA",-123.6094,48.3259,"HS",NA
"BC","SW HALL ISLAND","SW HALL ISLAND",NA,"DFO_BCMCA",-123.60231,48.9806,"HS",NA
"BC","SW HARWOOD ISLAND","SW HARWOOD ISLAND",NA,"DFO_BCMCA",-124.67007,49.84004,"HS",NA
"BC","SW HERNANDO ISLAND","SW HERNANDO ISLAND",NA,"DFO_BCMCA",-124.9293,49.9697,"HS",NA
"BC","SW HYACINTHE POINT REEF","SW HYACINTHE POINT REEF",NA,"DFO_BCMCA",-125.21802,50.12135,"HS",NA
"BC","SW JACKOBSON POINT REEF","SW JACKOBSON POINT REEF",NA,"DFO_BCMCA",-127.7429,50.11047,"HS",NA
"BC","SW JENKINS ISLAND","SW JENKINS ISLAND",NA,"DFO_BCMCA",-124.29662,49.44945,"HS",NA
"BC","SW KINAHAN ISLANDS","SW KINAHAN ISLANDS",NA,"DFO_BCMCA",-130.40911,54.20075,"HS",NA
"BC","SW KWINITSA POINT","SW KWINITSA POINT",NA,"DFO_BCMCA",-129.579,54.20752,"HS",NA
"BC","SW LASQUETI ISLAND","SW LASQUETI ISLAND",NA,"DFO_BCMCA",-124.34521,49.47326,"HS",NA
"BC","SW LENNARD ISLAND REEF","SW LENNARD ISLAND REEF",NA,"DFO_BCMCA",-125.92942,49.1093,"HS",NA
"BC","SW MARINA ISLAND REEF","SW MARINA ISLAND REEF",NA,"DFO_BCMCA",-125.063,50.0544,"HS",NA
"BC","SW MODEETS ISLANDS","SW MODEETS ISLANDS",NA,"DFO_BCMCA",-132.4628,53.5989,"HS",NA
"BC","SW S THORMANBY ISLAND","SW S THORMANBY ISLAND",NA,"DFO_BCMCA",-123.9747,49.4701,"HS",NA
"BC","SW SAVARY ISLAND","SW SAVARY ISLAND",NA,"DFO_BCMCA",-124.8628,49.9372,"HS",NA
"BC","SW SCOTCH FIR POINT ISLET","SW SCOTCH FIR POINT ISLET",NA,"DFO_BCMCA",-124.27427,49.74012,"HS",NA
"BC","SW SEDGE ISLANDS","SW SEDGE ISLANDS",NA,"DFO_BCMCA",-126.6994,50.67778,"HS",NA
"BC","SW SEEGAY ISLETS REEF","SW SEEGAY ISLETS REEF",NA,"DFO_BCMCA",-132.4217,53.6129,"HS",NA
"BC","SW SPRING ISLAND REEF","SW SPRING ISLAND REEF",NA,"DFO_BCMCA",-127.4294,49.997,"HS",NA
"BC","SW SUTIL POINT REEF","SW SUTIL POINT REEF",NA,"DFO_BCMCA",-125.0033,50.0127,"HS",NA
"BC","SW TEXADA ISLAND","SW TEXADA ISLAND",NA,"DFO_BCMCA",-124.16151,49.50019,"HS",NA
"BC","SWANSON ISLAND","SWANSON ISLAND",NA,"ODFW",-126.717,50.61,"SSL",NA
"BC","SWISHWASH ISLAND","SWISHWASH ISLAND",NA,"DFO_BCMCA",-123.1904,49.1791,"HS",NA
"BC","TANNER ROCK","TANNER ROCK",NA,"DFO_BCMCA",-123.52645,48.6297,"HS",NA
"BC","TAR ISLANDS","TAR ISLANDS",NA,"DFO_BCMCA",-131.4164,52.6756,"HS",NA
"BC","TATCHU ROCKS","TATCHU ROCKS",NA,"DFO_BCMCA",-127.19088,49.88985,"HS",NA
"BC","TATSUNG ROCK","TATSUNG ROCK",NA,"DFO_BCMCA",-131.3467,52.545,"HS",NA
"BC","TELEGRAPH COVE","TELEGRAPH COVE",NA,"ODFW",-123.28,48.465,"SSL",NA
"BC","THORNTON ISLANDS","THORNTON ISLANDS",NA,"DFO_BCMCA",-127.34652,49.96425,"HS",NA
"BC","TIBBS ISLET","TIBBS ISLET",NA,"DFO_BCMCA",-126.10953,49.22937,"HS",NA
"BC","TOBA INLET","TOBA INLET",NA,"ODFW",-124.656,50.415,"SSL",NA
"BC","TOM POINT","TOM POINT",NA,"DFO_BCMCA",-123.2724,48.6624,"HS",NA
"BC","TOPPING ISLANDS","TOPPING ISLANDS",NA,"DFO_BCMCA",-131.6723,52.6617,"HS",NA
"BC","TORTOISE ISLETS","TORTOISE ISLETS",NA,"DFO_BCMCA",-123.3671,48.7164,"HS",NA
"BC","TOWNLEY ISLAND","TOWNLEY ISLAND",NA,"DFO_BCMCA",-124.84037,50.02327,"HS",NA
"BC","TOZIER ROCK","TOZIER ROCK",NA,"DFO_BCMCA",-123.51277,48.61822,"HS",NA
"BC","TRALEE POINT","TRALEE POINT",NA,"DFO_BCMCA",-124.6405,49.5419,"HS",NA
"BC","TRAP ROCK","TRAP ROCK",NA,"DFO_BCMCA",-126.69042,50.69378,"HS",NA
"BC","TREE ISLETS","TREE ISLETS",NA,"DFO_BCMCA",-127.7065,50.9827,"HS",NA
"BC","TRIAL ISLAND","TRIAL ISLAND",NA,"WDFW",-123.2994,48.4048,"SSL",NA
"BC","TRIAL ISLANDS","TRIAL ISLANDS",NA,"DFO_BCMCA",-123.3044,48.3981,"HS",NA
"BC","TRIANGLE ISLAND","TRIANGLE ISLAND",NA,"ODFW",-129.07733,50.87133,"SSL",NA
"BC","TROUP BANK BAR","TROUP BANK BAR",NA,"DFO_BCMCA",-132.1779,54.0615,"HS",NA
"BC","TSAWWASSEN FERRY","TSAWWASSEN FERRY",NA,"WDFW",-123.1128,49.0111,"HS",NA
"BC","TSEHUM HARBOR REEF","TSEHUM HARBOR REEF",NA,"DFO_BCMCA",-123.4068,48.674,"HS",NA
"BC","TSWASSEN BREAKWATER","TSWASSEN BREAKWATER",NA,"DFO_BCMCA",-123.12503,49.00349,"HS",NA
"BC","TUMBO ISLAND AREA","TUMBO ISLAND AREA",NA,"WDFW",-123.0932,48.7997,"HS",NA
"BC","TUMBO POINT","TUMBO POINT",NA,"DFO_BCMCA",-123.04825,48.79523,"HS",NA
"BC","TUMBO REEF","TUMBO REEF",NA,"DFO_BCMCA",-123.0469,48.8004,"HS",NA
"BC","TWIN ISLETS","TWIN ISLETS",NA,"PROVINCE OF BC",-124.95152,50.03793,"HS",NA
"BC","UNIT ROCKS","UNIT ROCKS",NA,"DFO_BCMCA",-123.2547,48.5631,"HS",NA
"BC","UNKNOWN","UNKNOWN",NA,"MANUAL",0,0,NA,NA
"BC","VANCOUVER","STEVESTON JETTY",NA,NA,0,0,NA,"TO BE FIXED LATER"
"BC","VANCOUVER ISLAND","BROKEN GROUP",NA,NA,0,0,NA,"TO BE FIXED LATER"
"BC","VANCOUVER ISLAND","ENTERANCE ISLAND",NA,NA,0,0,NA,"TO BE FIXED LATER"
"BC","VANCOUVER ISLAND","FOLGER ISLAND",NA,NA,0,0,NA,"TO BE FIXED LATER"
"BC","VANCOUVER ISLAND","GEORGE FRASER",NA,NA,0,0,NA,"TO BE FIXED LATER"
"BC","VANCOUVER ISLAND","SOOKE",NA,NA,0,0,NA,"TO BE FIXED LATER"
"BC","VIRGIN ROCKS","VIRGIN ROCKS","FALSE","NMML ARCHIVE",-128.204,51.28017,"SSL",NA
"BC","VIVIAN ISLAND","VIVIAN ISLAND",NA,"DFO_BCMCA",-124.6979,49.8401,"MIXED",NA
"BC","W AYTON ISLAND BAR","W AYTON ISLAND BAR",NA,"DFO_BCMCA",-129.775,54.2,"HS",NA
"BC","W BALAKLAVA ISLAND ROCKS","W BALAKLAVA ISLAND ROCKS",NA,"DFO_BCMCA",-127.6399,50.8541,"HS",NA
"BC","W BARTLETT ISLAND REEFS","W BARTLETT ISLAND REEFS",NA,"DFO_BCMCA",-126.09755,49.22285,"HS",NA
"BC","W BATH ISLAND","W BATH ISLAND",NA,"DFO_BCMCA",-123.6749,49.146,"HS",NA
"BC","W BENTINCK ISLAND REEFS","W BENTINCK ISLAND REEFS",NA,"DFO_BCMCA",-123.5499,48.3125,"HS",NA
"BC","W BOUNDARY BAY SITE F","W BOUNDARY BAY SITE F",NA,"DFO_BCMCA",-122.9731,49.0336,"HS",NA
"BC","W BOUNDARY BAY SITE G","W BOUNDARY BAY SITE G",NA,"DFO_BCMCA",-122.995,49.0297,"HS",NA
"BC","W BOUNDARY BAY SITE I","W BOUNDARY BAY SITE I",NA,"DFO_BCMCA",-122.99045,49.0394,"HS",NA
"BC","W CEDAR ISLAND ISLETS","W CEDAR ISLAND ISLETS",NA,"DFO_BCMCA",-126.69745,50.65645,"HS",NA
"BC","W CLERKE POINT REEF","W CLERKE POINT REEF",NA,"DFO_BCMCA",-127.83117,50.08477,"HS",NA
"BC","W DARE POINT REEF","W DARE POINT REEF",NA,"DFO_BCMCA",-124.8145,48.652,"HS",NA
"BC","W DOMVILLE ISLAND","W DOMVILLE ISLAND",NA,"DFO_BCMCA",-123.322,48.6702,"HS",NA
"BC","W FLORES ISLAND REEFS","W FLORES ISLAND REEFS",NA,"DFO_BCMCA",-126.23772,49.3444,"HS",NA
"BC","W GEORGESON BAY REEF","W GEORGESON BAY REEF",NA,"DFO_BCMCA",-123.34728,48.86237,"HS",NA
"BC","W HODGSON ISLANDS","W HODGSON ISLANDS",NA,"DFO_BCMCA",-124.0934,49.6376,"HS",NA
"BC","W HUTT ISLAND","W HUTT ISLAND",NA,"DFO_BCMCA",-123.3831,49.4104,"HS",NA
"BC","W JEDEDIAH ISLAND REEF","W JEDEDIAH ISLAND REEF",NA,"DFO_BCMCA",-124.2115,49.4968,"HS",NA
"BC","W KUNGA ISLAND REEF","W KUNGA ISLAND REEF",NA,"DFO_BCMCA",-131.5844,52.7722,"HS",NA
"BC","W LANZ ISLAND","W LANZ ISLAND",NA,"DFO_BCMCA",-128.71388,50.82232,"HS",NA
"BC","W LIMA POINT","W LIMA POINT",NA,"DFO_BCMCA",-130.378,54.2349,"HS",NA
"BC","W MARY ANNE POINT","W MARY ANNE POINT",NA,"DFO_BCMCA",-123.32188,48.86277,"HS",NA
"BC","W MCCAW PENINSULA REEF","W MCCAW PENINSULA REEF",NA,"DFO_BCMCA",-125.65473,49.1778,"HS",NA
